id,author_id,author_name,author_gender,content,voteup_count 
85425007,6a09d6e7a830793a98c9f68dc7b78ea4,阿毛,0,表示家里人都是回族人，我从五年级开始到省城上学，一个人在外面次也不是太方便，也不是什么北上广的学校有回民食堂，我一直（假装）坚定地抵抗着猪肉，一直过着没什么油水的日子。。然后一直到初三毕业的那个暑假！！作死陪同学去吃猪脚，本来说看她吃。。结果“一不小心”尝了一口之后。。 ！ ！ ！ ！ ！ ！ ！ 连着去那里吃了一周天天几乎餐餐吃猪脚我会乱说 当然我们家除了有人去世的时候基本上是不蛮信宗教的 至少什么礼拜…,1327
84704741,08a42b15bce803b802595d3998dd7459,POGGY,0,唔…怎么说呢…前几天去美国参加MUN，微信附近的人里有一个美国人跟我打招呼，用的是蹩脚的中文，加他之后他特自豪地说他正在学中文，问他为什么想学中文，他说学好中文了可以去中国吃好吃的…,1983
84464884,0,匿名用户,1,过了个年回来点赞翻个一翻，已蒙圈……感谢大家过年百忙之中还来点赞……鞠躬表示感谢。 评论都有看，集中回答2个问题，因为这两个问题问的有点不太地道—— 1. 关于抄袭。以下内容全是本人手动码字，营销号抄的我，谢谢。 2. 关于跑题。不只是我的答案，我看到不少答主的答案都被留言“跑题”，因为没有写出“中国菜到底多好吃”，说我们歪楼。一句话总结，我和不少答主一样，仅仅采用了议论文写作手法中的举例论证，没有完整写…,8862
609466207,6997e1d60f9737bf51757a59120eb45c,索拉卡,1,[视频] 重新编辑后发现苹果居然不见了，重发下，多谢大家的捧场。 [视频] 前两个视频很多人都说眼睛看会了，可是手它有自己的想法，那就再发一个不需要任何刀功的，就把胡萝卜黄瓜切成片就可以了。 [视频],22381
637272866,3189e0429254b1ec7b42fa3af619f7ea,知乎用户,0,[视频] [视频] 视频转载自Facebook美食博主So Yummy 传送门：So Yummy 治愈系蛋糕视频有哪些视频让你一见难忘？ 我又回来更新啦~很多评论说摆盘让很便宜的食物卖得更贵，但是我觉得很多情况下，有些甜品本身就已经很贵了，摆盘只是锦上添花而已。还有些评论说这些摆盘美观是美观，但是不算简单实用。其实有更复杂的摆盘方法，需要厨师级别的手艺，还有准备更多的专业设备，比如说下面的视频。这才是美观但不是所有人都能做到的摆盘。 [视频],9091
609524319,bfa8cf70ed99a9913bcf3134d1d2e305,厨房人类,-1,[视频: 5种必学法餐逼格摆盘] [视频: 【日料刀工系列】真鲷刺身薄切] [视频: 米其林三星级别的11种摆盘方法] 问两个问题 ：点赞了么？关注了么？FOLLOW ME：微信公众号，厨房人类研究所期待你的到来 [图片] 这是一位立志成为，知名美食自媒体小号的所长，一起聊聊吃的，聊聊历史，还能吹吹牛？,636
627009338,10fdc577e75d71eace91a29dd36e5af5,稻香村,-1,路过，答一波....仔细审了一下题，发现题主有一个痛点啊：刀工不好！刀工不好！刀工不好！重要的问题大写加粗强调三遍。那么可得，自我发挥是基本上不可能了，建议果断放弃动刀动叉难度系数2.0以上方案....果断搬救兵！注意，以下是不需要用刀切各种花样的佛系摆盘方法...... [图片] 方法一.刀工不行，硬件来凑：硬件外援1号：纯色的圆盘工欲善其事必先利其器，小稻发现，在圆形盘子的选择上，最记住一点，纯色盘子是王道。正确案例示范…,113
38427444,8768b4f0a9339c561d9e4663017b1ee9,wagamama,0,准备香菜，随时装点，且遇热香味也会散发出来。 [图片] 肉类一定要上色，萝卜片摆一下就是一朵花。 [图片] 将料集中起来放中间突出主题 [图片] 黄瓜是最容易的摆设。蝴蝶刀可以学一下 [图片],198
572166846,f673ef07f809183c9db1d9abf69b978e,听书人,1,看过《厨王争霸》吗？就照上面的来，先找个好看的大盘子 [图片] 再找个勺子 [图片] 然后勺背上沾点酱汁，啥子？莫得酱？乖，咱去买瓶国民妈妈 [图片] 然后，从你的一大碗食物中，扣出一丢丢出来，放盘子的角落，堆成一个金字塔找出你家里的水果，切成块，然后挑出一丢丢放在你的金字塔边上。最后找点小叶子啊，什么绿绿的东西扔在酱汁的边上。 [图片] [图片] 呐，就可以啦。,227
626766485,560b0b6cd27b3d7c013bad00f4386cd2,七啊小狮只,0,分享个看起来简单易学的甜品装饰，你的甜品一下子就高级了巧克力简直万能 [视频: 巧克力装饰甜点] 西餐摆盘来说，感觉酱汁是必备啊～ [视频: 西餐摆盘] [视频: 西餐摆盘] 视频来自快手：追求完美（美食分享）,107
516600509,a24b32f43e6b94aceca58b0463b4095c,舟人夜雨觉潮生,1,别听他们的，听我的，把菜往盘子里一甩就是最具有审美的装盘。返璞归真，大道至简。不同的菜能甩出不同的抽象美学。,61
611988025,598589ae3eba4996dd8a6c2c978f5042,隔壁咖啡店的美男子,-1,[图片] [图片] [图片] [图片] [图片] [图片] [图片] 一个大白盘子菜色丰富一点像我无聊一点在买盆仿真花（永远不会坏）随便摆摆都会好看的,34
50276189,9c5515e87879a60c4ab5a4686e18aa27,洲艺,0,1、有一块干净清爽的桌垫/桌布/有质感的桌面 2、有个漂亮干净的大盘子（or 碗） 3、注意食物的色彩搭配 4、法式摆盘：盘大菜少，有酱汁点缀 5、勾点芡汁，给菜打高光 [图片] [图片] [图片] [图片] [图片] [图片] [图片] [图片] [图片] [图片] [图片] [图片],88
405770471,347a7a4adbcba46a5741bb0994dea3eb,菜鸟阿伊古,1,当然是写诗赞美，然后进贡给皇帝喽。《各省督府恭贺乾隆皇帝万寿 呈内务府贡品清单》如下:一、九转回春麦丽素一袋有诗赞曰:九转玄丹气濯神，只因佳果附精魂。青城灵药何堪及，紫微仙丸方与伦。夏服三枚松骨泰，冬食百粒鹤龄存。今逢玉使遗嘉宝，宛若枯梅又含春。 [图片] 二、卫国神龙辣条两包有诗赞曰:千帆遥望海连云，一桨行波荡旅尘。精卫逐风泉下魄，黄龙布雨天外神。虽惧川味悔停箸，尤喜蜀香嗅余芬。捻取数根如玉管，且听志士颂皇恩。 [图片] …,14014
377498529,69f0fe9095c40c0af0df43c192d8f67c,别碰我耳朵,1,说个比较悲惨的故事零几年那会，我大概六七岁吧，我爷爷带着我去村里看他的姑姑，我们那叫姑老太，不知道你们那怎么叫，我就这么继续说吧。姑老太那会已经90多岁了，她儿子好像活着的只有一个，那时也70多岁了，脑子不好使，自己过得也艰难，孙子不了解，但基本也不管姑老太的事儿。这种事在我们那农村很正常，老人被赶出家门饿死的、得病没人管的，各个村里都不是个例。记得爷爷那次提着一箱牛奶和八宝粥，吃过午饭到那的，结果…,7445
377332885,245e8d99c738096ff90b7e73c6dd9404,南凡,-1,是日，张仲景被一天外来客赠与一药酒。刚品一口，说到:“这药酒，不对劲啊......”话音未落便听有人敲门，开门后一异服男子掏出一奇巧器物拷住张大夫。厉声说到:“张大夫，我是穿越时空来抓你的，请跟我们走一趟。”,12436
454182723,0,匿名用户,1,我太姥（我爸的姥姥）1903年出生的，我是94年出生的，整整比我大了91岁，翻看以前的照片，很多都是太姥抱着我的照片，太姥当时耳朵眼睛都很好，牙有几个假牙，但是腿脚都还可以，自己能上街买菜的那种，我记得小时候太姥总是给我花生吃，就是那种一搓皮都掉的花生，太姥有一个小柜子，里面放的瓶瓶罐罐的都是吃的，每次我回家，太姥会抓一大把给我搓好了放口袋里。还有那种薄荷糖，老人嘴里没啥味道就吃薄荷糖，这些东西放在2000…,17921
446586649,1b75fb300413c76d500f873c4b26f3a7,馥馥,0,太奶 1919年～至今（骄傲脸）最喜欢吃的就是蒙牛的纯牛奶雪糕（夏天）一天能吃4支 最喜欢喝的是崂山可乐哈哈哈哈哈 [图片] 这是99岁大寿的时候前一阵子因为不小心磕倒后身体一直不太好 经常住院 慢慢的现在也好起来了 会越来越好的！ [图片] 最后祝大家都身体健康！———————————————————2019年3月31日今天中午举行的百岁寿宴 [图片] [图片] [图片] 爷爷的京剧票友给老奶奶送上的祝福 [视频] 想把福气也送给大家，祝大家延年益寿！,7587
376754993,3341f6e38a748563d4edbb1c00fced27,虫离先生,1,松鹤楼，一条大汉叫道：“酒保！打二十斤白酒！”本报讯，昨天夜里，我国最大民间团体丐帮主席乔先生，因病抢救无效，于无锡杏子林医院逝世。大宋的冰淇淋、冷饮什么的，以前写过一点，其他朝代貌似也写过，忘了：古卷食遗——两宋,4057
441268953,2453c7a520421ad4dc9cabb5c7620b63,书包,-1,我姥爷1902年生人，1988年过世，至少算半个古人了。老爷子肝癌去世的，最后几天的时候，大舅问他想吃点什么，他说想吃天福号酱肘子和肯德基的炸鸡。 大舅买回来以后，吃了两片酱肘子一个炸鸡翅，吃完后说还是炸鸡翅好吃。 那次是姥爷第一次也是最后一次吃肯德基，也是我第一次吃肯德基。,22575
376764078,2b8a4704735c42eb54e4f2f21ec4a330,氢锂钠钾,-1,“启奏陛下， 山东巡抚进贡来当地泉水， 据说有解酒、护肝、养胃、解毒、清热之功效 。” “好呀！呈上来给朕尝尝。” [图片] 皇帝饮 山东巡抚满门抄斩 故事结. 另外征求其它版本 隔壁的小孩都馋哭了,4169
391807014,bafadeef906dcdc5b6b37397d7091665,知乎用户,0,国家地理频道上的纪录片，到亚马逊腹地的村子里去拍摄，向导兼翻译要了一些钱给当地人买礼物。 一些小五金工具，无数的T恤衫，还有半面包车的汽水，就是题图上这种两升的大塑料瓶。 当地人认为这个东西是药物，是外边世界人类最伟大的发明。(忒好喝了（ﾉ∀｀）σ) 想想也有道理，巴西那几十度的大热天，食物都不太新鲜。中暑了，吃得不舒服了，来一大杯汽水打几个嗝，“药”到病除不是吗？,1470
376847425,0,匿名用户,1,酒家跟武松说:三碗不过岗。武松:别废话，给我来上，爷有钱。于是店家给武松上了瓶最好的茅台。结账时武松因为钱不够，被店家扣留，洗了三天盘子才能走。走到景阳冈，看见一只老虎，正好这几天气没地方撒，上去就是一棍子打死老虎。武松卖了死老虎，不敢再喝酒，就到店里买了大瓶的可乐。喝到最后一点时，门外有个小孩吵着妈妈要可乐。那妈妈拉着小孩手说:可乐杀精的，喝了酒做不了男人。武松一下子喷出口中可乐，走在回家路上心…,10823
596575628,c814395cce6cf44b964b26fcece5b7e8,知乎用户,1,吃冰淇淋一时爽，一直吃一直爽,2396
621586276,2e1d426600c78ebaa8cba4f5ff0286ed,兔先,1,趁她目不转睛盯着电视的时候，我偷偷把她刚挖好的一勺冰淇淋给吃了。 没想到这个婆娘不仅没有觉察到这是我俏皮的亲昵行为，反而大声尖叫起来，痛斥我越来越不像话了。 被她一阵痛骂，本来在这个家里地位就不高的我顿时感觉有些内疚。 但我万万没想到这个女人竟然玩真的，她怎么忍心把我赶出家门。她应该很清楚，在这个世界上我最爱的人就是她，没有之一。 她变了，以前一口一个宝贝，叫得多亲热，现在连这点小事都不能容忍。 站…,10889
601619796,3839b76051ae4e1d604b858913d314f3,普雅雷蒙达,0,冰淇淋肯定会很惊讶呀！—为什么这个人要吃小勺？然后会难过。—难道我没有小勺可爱吗？ 当然可能会有极个别的冰淇淋觉得……—关我卵事。—看这有个傻逼哈哈哈哈哈哈哈～,1542
595731634,afd0d6701a386dbbca611eda226f7304,知乎用户,1,1、糖分、脂肪和低温的刺激让你产生了一种愉悦感，导致你步行的速度下降了20%；2、这让你错过了一班公交车，也使得公交车停靠时间减少了7秒；3、这辆公交车避开了本将发生的一起刮蹭；4、刮蹭得另一方是一个投资公司的业务员，他顺利地赶上了一次客户会议，并促成了一家制药企业的资金业务；5、3年后，这笔资金推动的研发项目为人类带来了一款新的疫苗；6、这款疫苗在接下来的40年里拯救了数百万人，其中的一位，后来成为一名出…,22627
617966186,94292f897233ea6947da3aa62a16e7c3,LYL,1,没人看到就是0卡路里,577
597774076,1d2e1df7d18e865baa612c144150a1da,红烧朝霞,0,It&#39;s a fine day ...你坐在窗旁，吃了一勺冰淇淋你还想再吃一勺（转1）你还想再吃一桶（转2）1、你又吃了一勺冰淇淋。此时，你听到一阵奇怪的声音从你家窗前传来。是谁在敲打你窗？那声音渐渐低了下去，却又在你脑海中响起。它蠕动着，摩擦着你的鼓膜，你甚至可以感到它细腻冰凉的鳞片样的东西擦过你的身体，可你能确定除了你沸腾般的脑海，其他一切都诡异地静默着。这是寂静之声。“管它呢，再吃一口。”你想，“l can do this …,3314
628054311,6d6ad98bf28730afb3463128660fcb06,知乎用户,1,这一天还是来了。 那句话怎么说来着，躲得过对酒当歌的夜，躲不过四下无人的街。 眼瞅着冰激凌店的招牌越来越近，强子的双腿像灌了铅一样沉重。 可是女孩不依不饶，半只脚已经踏进了店门。 “我们还是去吃别的吧。”强子嗫喏道。 “为什么？” “冰激凌……都不干净。” “我想吃。” “那好吧。” 一分钟后，强子妥协了。 “欢迎光临，二位要点什么？”店员小姐的声音很甜美。 “我要一个草莓圣代！你呢？” “我不要。”强子摇…,419
597870938,5984b5132e9bb08b7a04c86582f121f1,有360天了么,1,流浪的（滴）球吃一小勺冰淇淋你感到了冷，其实你得到了热量，热量让你感到幸福，但也让你肥胖，肥胖的你滚来滚去，也没有遇上一个能停住你的爱侣，于是在2月14日，你来知乎，问了个问题…… [图片],430
131188812,5a6e6711322a48bbfa97765029234a97,胡图图,0,你还会再吃一勺,1364
610471843,af2a6188be3d61fc0460b62e6254251b,陈熙,1,这甜蜜的冰冷正在腐蚀我的道心。,258
358037793,78ec370ed5e10a91ce6a862f3cbb5884,看风景的蜗牛君,1,吃得开心了就不亏本。 我有朋友就是喜欢吃炒饭，喝碳酸饮料，还配着冰激凌一起，不管多贵的自助餐，都要这样来一波；当然了，也有朋友就是喜欢扶墙进扶墙出的状态，吃的越多越开心。在我看来，这些都是吃得开心不亏本的状态。 就是吃顿饭而已，有什么能凌驾于“吃得开心”之上呢？,1818
357126409,da6418e0e554d11d1f5281b2b0d8e5e7,西庆余里,1,自助餐，花样多，不想亏本得细说老前辈，告诉我，啤酒饮料先别喝用餐前，吃水果，香蕉西瓜靠边躲吃香蕉，太实惠，吃完一会就反胃吃西瓜，水分大，一会别的吃不下有山楂，吃山楂，开胃消食都靠它没山楂，吃木瓜，价高味好促消化吃价高，避价低，特殊情况要分析水果后，歇一歇，一会正餐别吃噎闭会眼，休会神，养精蓄锐开胃门最值钱，是生鲜，螃蟹龙虾生鱼片三文鱼，北极贝，不好消化先入胃蘸芥末，配姜汁，口重下饭还好吃生鲜毕，…,22732
185361213,c6d1bd5971e2833fb7b5b84abb26aba9,Lisa,0,作为一个自助餐厅的老板娘我想说：其实不必纠结这个问题的，吃自助餐的好处就是可以一次性多尝一些菜，吃的开心最重要。 我也经常遇到过只选贵的菜拿的客人，吃到撑了还舍不得放下筷子，实话和你们说，这样的客人确实没有钱赚，甚至还亏，可是这还不是最让人不能接受的客人。 最让人接受不了的两种人就是：爆食症患者和浪费食物的人。 爆食症：一般什么都吃，一个人可以吃5个人的量，然后中途去洗手间催吐，吐完再出来吃。 还有…,11289
358079391,7e4e64ce0b268b2041d98a0638d1d9e2,李水饺儿,0,一天，老和尚拿出来一个杯子，让小和尚装满它。小和尚抓了一把石子，然后塞到杯子里，拿去给老和尚看。“师傅师傅，我装满了！”老和尚看了一眼，随手抓起一把沙子倒进了杯子的缝隙里。“哎呀！这才满了！”小和尚害羞的说。老和尚不动声色，又拿来一瓢水，倒进了杯子里。“哇！还能再穿水？！”小和尚惊喜的叫到。这时候，老和尚问：“从这个故事里，你学习到了什么？”小和尚说：“永远不要自满。”“不，”老和尚说，“自助餐…,5957
362143156,cb0e0dde840f96a378f4b054a57a2ef1,知乎用户,1,难道吃自助的精髓，不是多尝一些好吃的菜嘛，我想吃牛排就吃一口牛排，想吃扇贝就吃一篇扇贝，想吃生蚝再烤两个，三文鱼来个两三片，再吃一只甜虾，牛肉刺身来两片，螃蟹只吃肉多的地方，不方便弄出来的就扔了，然后吃到觉得吃饱了就行嘛，至于吃撑，真的对身体不好。,643
185468304,a68267336cbc2acd4b42f6c3aa47b762,符咪迩,1,去吃东西是为了享受的，如果反倒成为了一种痛苦，反而是不必要的了。吃东西是为了品尝食物的味道，其次才是填饱肚子。 自助餐吃回本并不是在于绝对的量的多少，而是在这样一种模式中，可以以经济的方式尽可能地满足自己的口腹之欲。 比较推荐的方式是每一种菜品都去尝一尝，正常情况下去饭店要吃遍所有的菜非得都点过不可，而吃自助可以只吃一口。 如同检阅士兵的将军那样尝遍每一道菜，再吃几口尤其喜欢的，喝点果汁，吃些甜品…,398
191136867,d47d1269552cfc5596ffac0b0530fc77,林晨语,1,那是一个星期四的下午，放半天假，我跟大学室友来到了学校外面的商业街闲逛。 傍晚六点左右，在商业街入口处，遇见了发传单的小妹妹，她说：“我们餐厅开业，今天大酬宾，只要29.8元就可以吃，这个周末过了就恢复原价，原价晚市是49.8元一位，很滑得着哟，去试试吧，就在这电梯上去二楼。” 那时，我们学校周围的自助餐基本上是30元一人的火锅和烤肉，突然听到有50元左右的自助餐（现价29.8元），还这么便宜，我们就去了。 才装…,2593
185399967,953025657f763b17931660512ae253ae,李败败,-1,专家：“同学们，今天，我们来做一个小实验。”说着，专家从书桌里拿出一堆拳头大的石块，然后一块块放进那个大大的玻璃瓶里，瓶子很快装满了。 专家问学生：瓶子满了没有？ ‘满了。所有的学生异口同声。 “真的吗？”专家从书桌里拿出了一桶碎石，一点一点地放进了那个大玻璃瓶，晃一晃，碎石落在了大石头的缝隙里，不一会儿，碎石被全部放进了玻瓶。 “现在，玻璃瓶里是不是真的满了？还能不能装下东西了？” 同学们：满了！ …,1810
185277064,c41f9d77c8022798a995ceff76c29392,WeiWu,1,自从走进健身房之后，你们无法想象我的饭量是什么样的 [图片] 服务员说了，这个披萨是用来派对的适合四到五人吃，然后我一个人吃完了在点了两杯喝的一个冰激凌一个沙拉 打铁还需自身硬。其实六斤虾200或者六斤牛肉180或者三斤生鱼片120或者七八斤鸡翅100或者五六斤五花肉80真的没有多少对吧 …………………………………………………………线 补一下那天的故事，之前在这家店吃过一个十六寸的披萨感觉意犹未尽。这天情人节约了妹子一起吃…,863
184963475,6ba3aab66e32939e494b1062e87b1086,球球猴,0,有沿海的朋友表示扇贝一块钱一个，那么我们要因地制宜，转战别的种类。比如牛舌，日料店58块才6片，还没有乒乓球直径大呢。这种一口就能吃三片，吃上十口咱就回本了。又比如自助餐界扛把子三文鱼，日料店六切怎么着也得48大洋吧，自助我们可以搞上半斤！当然了还是那句话:看怎么算。你说马爸爸家一根牛舌79块，一斤三文鱼75块，朋友你这样还想吃回本那是跟自己过不去。 看到大家对5块羊排的量有疑问，千万不要误会啊，不是下面这…,650
422558136,773558ac68b1d3af301d9e74fd0d096b,埃尔温,1,我至今忘不了我在上海买四笼小笼包和一份烧腊之后老板塞给我五双一次性筷子，然后我一个人坐在那都吃了的尴尬。。,6419
436152683,ffe6aaa198429d11d8f5db5a6751c39c,九爷,1,吃到老板报警你敢信？16年秋，我带着厂里两个技术工人去上海，中午从对方工厂回来已经是饿的俩眼发直了，看到那家小笼包店的时候，就像狼见了羊一样，恨不得赶紧扑上去就咬。再加上浑身脏乎乎的，身上还背着各种工具（都是放在帆布袋和工具箱里的）。看起来很是不雅观。那家小笼包是先在前台点东西，然后拿牌子到里面等，我们以为跟北方的一样，就一人要了一笼，掏钱的时候拿出了很大一沓现金（对方工厂给的部分货款和维修费，他…,11503
433435770,2754b3fe2b1bb7aef5deab88c617f9f2,格桑熊,1,是的饭量小的一般都活不过冬的。 哈哈哈哈哈 溜了,3687
228260706,3df81a307bf1cc1a459dfcea107fa6dd,唱歌跑调的鲸鱼,0,emmm 多次和不同省份的南方男生一起吃饭后，我发现——我一个北方姑娘的饭量，大概抵得上俩个南方男生的份量。 对不起，他们的眼神我不想回忆,4200
434455108,aa4e3c9ecc9256acdcc014e334019942,知乎用户,1,19.1.15添加两个视频，都是很便宜的新疆特色菜 [视频: 只要15块钱的羊肉汤] [视频: 入口即化的胡辣羊蹄] 以下为原答 新疆人，简单发一下日常的饭量吧… 这是我去爷爷奶奶家，六口人吃菜的量，还不算后面端上来的牛肉饺子 [图片] 这是一份芦花辣子鸡，盘子直径大概是四十公分，我和我姐两个人吃，还得要加两份面，后面那张是我外带的不辣的 [图片] [图片] 这是一只大盘鸡，盘子直径大概四十公分，一盘是半只，通常我们四个男生吃都是要两只鸡，六份皮带面… [图片] 这是抓饭，羊肉大概是一斤多，米饭随便加…皮牙子是佐…,12708
430500045,ef63110f8b14908a4ceb2eec52982318,三明,-1,我是河北人，就我来说我的饭量比较动态，所以可能参考价值不高。我的饭量一般取决于你端上来多少————————————————八月在上海出差了一个月.......谁说南方饭量小的？上海饭店的碗不比辽宁小啊！ [图片] [图片] [图片] [图片],6251
421863340,3a94944be4e99b08aa6fc834a9cb8bf0,知乎用户,1,本科时候班里一对小鸳鸯 男方山东大汉，一米九 女方东北大老娘们，一米八 他们俩活生生把学校后门一块钱米饭随便吃 给吃成了五毛钱一碗，据说他们俩经常的话就是：老板再蒸一锅米饭·······,8920
429773817,9b96a4d665daa6d9f76bc0e05d03633c,维吉尔,1,我是在南方较能吃的小伙子。 去山东出差吃了10张饼卷烤肉（说是去吃烧烤，我当着领导面吃个不停，还吃了龙虾，牛肚火锅）在公司出了名。 然后我一个人去下馆子，淡定地点了三个菜，在南方我都这么点的。 结果 一盆花蛤真的有家里脸盆那么大，16年17一盆，个大味美。 一份烤鱿鱼，我就吃了几筷，因为实在吃不下了。 还有一个菜是什么我忘了，反正。 到现在我都怀念那一盆花蛤。 7.8日补充 我还去淄博的同事家吃了！ 确实所有菜是…,4984
432367592,801b3d618142a80c4268079c18542c7e,飞车少女资料酱,0,更新：要是没人拦着我还能再吃十个 [图片] [图片] 我原来喜欢一个北方男生 我饭量算南方女生正常嘛(可能还算吃得比较多)，菜好吃的话就吃一碗饭添半碗(大学食堂四两)，不好吃的话只吃一碗(大学食堂二两三两) 他吃五碗饭！！约合食堂打一斤二！！ [图片] 一斤二！！朋友们！！ 这什么概念！！ 四舍五入一盆啊！！我的三观都被刷新了！！ 记得第一次跟他一起吃饭，大家大部分都是南方人，吃饱了就开始聊天玩手机，桌上菜还剩一半，只有他低着头还在吃 …,1143
429972702,f037b59ae708fcc0c596e055cbadcca2,猫三娘子,-1,第一次去南方吃饭时，菜好了后小饭馆老板娘端上一大碗米饭，我说了句谢谢就端过来吃了，全桌其他人都尴尬的望着我。。。每个人手里都端着一个小空碗。。。原来那一大碗是给大家分的。。。 米饭其实不算什么了，主要是吃馍吃面吃惯了，讲真的只要菜下饭，米饭吃再多都没觉得很撑的感觉，没有面踏实。这也是北方吃饭最后很可能还要一盘水饺的原因吧。 不过我觉得南方人喝汤可猛了，白花花的奶汤那可都是油水啊，一碗一碗的喝根本不…,22752
420969604,ff1ae1527fe0ac90b364369b17a0c351,识食务者,1,2019.5.1更新根据这一年大家的很多问题，以及这一年了解的牛排各种内幕，又写了一个2W字的答案，欢迎大家移步新作：如何在淘宝网挑选真牛排? 我来答一个长到令人发指的答案，文字19193字，图片103张，短视频2个。除了解答题主的问题之外，也把如何选购牛排，牛排基本分类，如何正确解冻，厚切薄切的不同做法都说一遍，应该说牛排爱好者们需要知道的，都提了一遍，所以确实需要这么长的答案才能写完，墙裂建议连上wifi再看。一、原…,21649
625056667,f4fb43e82dd33efd9d698f76ce2086dd,臻和牛,-1,淘宝上某些商家以次充好的伎俩，上面的答案已经说的很全面了。不过相信很多人还是一脸懵逼，不知道怎么买。这里教大家防坑8招，从此买牛排不被坑。视频版： [视频: 99%的牛排商家不会告诉你的秘密] 相信大家在网上买牛排，都遇到过商家的评价和宣传都很好。 [图片] 但是到手的牛排和宝贝图片完全不一样，非但不好吃，甚至连最基本的牛肉味都没有。 [图片] 其实在网上买牛排，是有套路的。学会8招，从此买牛排不被坑。1.看配料表 [图片] 好牛排的配料表里只存在一样东西：牛肉。 [图片] 存在其他东西的话…,145
210656578,7bb11411256b100713786e54ebfe5d0e,爱烹牛排,-1,任何偏离价值规律的商品，都有极大的猫腻，便宜的原因有三个：第一，大多数中国消费者分不清牛排好坏；第二，在中国勤俭持家的传统观念影响下，国人有便宜绝不买贵的（优点），淘宝又是比价利器！；第三，前两个原因催生第三点，市场上产生大量的拼接牛排。下面我们逐条分析：1、在中国，能有效分辨好牛排的只有10%，也就是说10个人有9个人都分不清牛排好坏。什么？我们危言耸听了？请看大屏幕： [图片] 由上图可以看出，拼接牛排的购买…,1368
210847659,c8ccb0509447e6844f212a5362bad443,白昼幽冥,1,也算是牛肉爱好者了，基本上都是按箱买牛排的（因为穷和懒）。除了煎着吃，偶尔还会拿来做葱爆牛肉，炒个牛柳啥的…因为有朋友在做牛肉生意，可以买到相对很便宜的澳洲牛排（走正常报关卫检流程进口的）。据朋友讲现在奸商流行的已经不是拼接肉牛排了，毕竟卡拉胶也是那么贵的。 淘宝、天猫上卖的一百多块十片的牛排，至少七成是注水的调理牛排，还有其他乱七八糟的不知道什么肉的“牛排”。卡拉胶怎么能和水比呢，水多便宜啊。…,1297
452441092,96dcb7aeb98785c67cfda9bda7cfb742,小小虫,0,很多人都在说，拼接牛排不好，从各种层面介绍，牛肉成本都已经很高了，网上买的低价的，基本上肯定就是拼接牛排，腌制牛排等等。这类人一般都是牛排卖家，他们这么说的目的是什么呢？作为一个买家，我只知道，自己买东西，买过一次之后，如果产品质量不行，不会再来第二次的。而且淘宝上还可以差评，申请退货。实体店里买过了，基本上不会出现退换货的。作为一个卖家，我想他肯定懂买家心理的。如果他是卖假肉，那他价格是低，但…,25
423004215,330e5278b05c67bd511bf20131266066,飞雪连天,-1,这个答案在知乎被投诉并折叠，在这试试吧。原问题是黑椒牛排是什么牛排？ 拼接牛排，只要价格合理，正规厂家，还是很方便的食品，家中冰箱常备，没菜时快手。吃块肉而已，米国金拱门的牛肉饼还是碎肉呢。美国超市就有碎牛肉饼卖。整切的牛排也是食品工业用玉米喂出来的速生牛，不要吃块贵的就拽的什么样似的。做牛排的牛肉就是用玉米喂大的速生牛，才会嫩，道理上和45天的白羽鸡一个类型，高档也高档不到哪去。 而且，不要整切就…,933
211797406,7c347adefe290c1a0a3141823b743c5f,知乎用户,1,我冰箱里常屯牛排，随时煎一发 方便食品而已你们从超市买牛排都不专业 我都是去批发冷库买 肋眼 菲力 卖家现锯成两厘米 每两块保鲜膜包起来 一次至少两公斤 少了人家也不卖 饭店或超市一块牛排八十块 他们和我进货点一样 我这个成本也就二十 味道质量都是一样的 一顿家享牛排大餐大约四十多块钱 十分钟搞定进口的大约两百2 一公斤 国产一百二的口感也可以煎牛排用油？加盐？胡椒？ 那你煎的少 煎多了你就发现 牛排本身就出油 根…,350
212216769,0413dc3d0dae7589b03a77b2f918b741,pig pig,1,因为家里条件尚可，你们说的什么神户牛肉、雪花牛肉、新西兰牛肉、淘宝拼接牛排，我都吃过，而且次数都不少。 但是，我觉得最好吃的，是淘宝上10元一片的拼接牛肉，因为味道最重口味，最符合我的味觉习惯。 所以，一款东西好不好，一定要看人。比如，一个小学生要买台渣渣2千元的电脑上知乎，你给他来一套上百万的顶配刀片机，小学生都不会用，但你能说百万元级别的刀片机没有渣渣2千元的电脑好？,16
224309130,ac4b3ec7b04fcaac33b9dba5919d4136,王木木,1,写这个回答的缘由，来自于昨天晚上好基友在微信上对话，请见下图： [图片] [图片] [图片] [图片] -------------- 我是分割线 --------------好基友的丈母娘在某网站买了国内某知名品牌的牛排，并烹煮给小朋友吃。基友觉得牛排来源存疑，就在微信群里问我，随便搜索了一下，果然是国内流行的拼接牛排。为什么朋友会觉得来源有可以？因为这所谓“牛排”的售价是 ￥180/15片（每片约150g）在淘宝和其他电商平台上，低价的牛排铺天盖地一搜一大把，有甚者一片…,214
